0,0,2,0.0,0.25
0,0,0,0.0,0.25
0,0,1,0.0,0.25
0,3,0,0.0,0.25
0,0,1,0.0,0.25
0,3,2,0.0,0.25
0,3,1,0.0,0.25
0,6,0,0.0,0.25
0,3,2,0.0,0.25
0,3,0,0.0,0.25
0,0,3,0.0,0.25
0,1,3,0.0,0.25
0,2,0,0.0,0.25
0,2,1,0.0,0.25
0,5,2,0.0,0.25
0,4,2,0.0,0.25
0,3,0,0.0,0.25
0,0,1,0.0,0.25
0,3,3,0.0,0.25
0,4,0,0.0,0.25
0,1,3,0.0,0.25
0,2,1,0.0,0.25
0,5,2,0.0,0.25
0,4,0,0.0,0.25
0,1,2,0.0,0.25
0,0,3,0.0,0.25
0,1,2,0.0,0.25
0,0,3,0.0,0.25
0,1,2,0.0,0.25
0,0,0,0.0,0.25
0,0,2,0.0,0.25
0,0,3,0.0,0.25
0,1,0,0.0,0.25
0,1,3,0.0,0.25
0,2,1,0.0,0.25
0,5,0,0.0,0.25
0,2,1,0.0,0.25
0,5,3,0.0,0.25
0,5,2,0.0,0.25
0,4,1,-1.0,0.25
0,7,2,0.0,0.25
0,6,1,0.0,0.25
0,6,1,0.0,0.25
0,6,0,0.0,0.25
0,3,2,0.0,0.25
0,3,2,0.0,0.25
0,3,1,0.0,0.25
0,6,2,0.0,0.25
0,6,0,0.0,0.25
0,3,3,0.0,0.25
0,4,3,0.0,0.25
0,5,0,0.0,0.25
0,2,1,0.0,0.25
0,5,2,0.0,0.25
0,4,2,0.0,0.25
0,3,0,0.0,0.25
0,0,3,0.0,0.25
0,1,3,0.0,0.25
0,2,1,0.0,0.25
0,5,0,0.0,0.25
0,2,2,0.0,0.25
0,1,1,0.0,0.25
0,4,3,0.0,0.25
0,5,2,0.0,0.25
0,4,3,0.0,0.25
0,5,3,0.0,0.25
0,5,1,1.0,0.25
1,0,2,0.0,0.25
1,0,1,0.0,0.25
1,3,2,0.0,0.25
1,3,3,0.0,0.25
1,4,1,-1.0,0.25
1,7,1,-1.0,0.25
1,7,1,-1.0,0.25
1,7,0,0.0,0.25
1,4,2,0.0,0.25
1,3,3,0.0,0.25
1,4,0,0.0,0.25
1,1,0,0.0,0.25
1,1,0,0.0,0.25
1,1,2,0.0,0.25
1,0,2,0.0,0.25
1,0,1,0.0,0.25
1,3,3,0.0,0.25
1,4,1,-1.0,0.25
1,7,1,-1.0,0.25
1,7,1,-1.0,0.25
1,7,0,0.0,0.25
1,4,2,0.0,0.25
1,3,3,0.0,0.25
1,4,2,0.0,0.25
1,3,2,0.0,0.25
1,3,3,0.0,0.25
1,4,3,0.0,0.25
1,5,1,1.0,0.25
2,0,3,0.0,0.25
2,1,3,0.0,0.25
2,2,0,0.0,0.25
2,2,2,0.0,0.25
2,1,0,0.0,0.25
2,1,0,0.0,0.25
2,1,2,0.0,0.25
2,0,2,0.0,0.25
2,0,0,0.0,0.25
2,0,0,0.0,0.25
2,0,3,0.0,0.25
2,1,0,0.0,0.25
2,1,2,0.0,0.25
2,0,3,0.0,0.25
2,1,0,0.0,0.25
2,1,3,0.0,0.25
2,2,1,0.0,0.25
2,5,1,1.0,0.25
3,0,1,0.0,0.25
3,3,3,0.0,0.25
3,4,2,0.0,0.25
3,3,2,0.0,0.25
3,3,0,0.0,0.25
3,0,1,0.0,0.25
3,3,1,0.0,0.25
3,6,0,0.0,0.25
3,3,1,0.0,0.25
3,6,3,-1.0,0.25
3,7,0,0.0,0.25
3,4,0,0.0,0.25
3,1,1,0.0,0.25
3,4,1,-1.0,0.25
3,7,2,0.0,0.25
3,6,2,0.0,0.25
3,6,1,0.0,0.25
3,6,0,0.0,0.25
3,3,2,0.0,0.25
3,3,0,0.0,0.25
3,0,0,0.0,0.25
3,0,1,0.0,0.25
3,3,1,0.0,0.25
3,6,0,0.0,0.25
3,3,3,0.0,0.25
3,4,0,0.0,0.25
3,1,0,0.0,0.25
3,1,2,0.0,0.25
3,0,2,0.0,0.25
3,0,1,0.0,0.25
3,3,1,0.0,0.25
3,6,3,-1.0,0.25
3,7,3,1.0,0.25
4,0,2,0.0,0.25
4,0,1,0.0,0.25
4,3,3,0.0,0.25
4,4,0,0.0,0.25
4,1,1,0.0,0.25
4,4,1,-1.0,0.25
4,7,0,0.0,0.25
4,4,2,0.0,0.25
4,3,1,0.0,0.25
4,6,1,0.0,0.25
4,6,0,0.0,0.25
4,3,0,0.0,0.25
4,0,1,0.0,0.25
4,3,1,0.0,0.25
4,6,0,0.0,0.25
4,3,3,0.0,0.25
4,4,2,0.0,0.25
4,3,0,0.0,0.25
4,0,2,0.0,0.25
4,0,2,0.0,0.25
4,0,0,0.0,0.25
4,0,3,0.0,0.25
4,1,1,0.0,0.25
4,4,3,0.0,0.25
4,5,2,0.0,0.25
4,4,3,0.0,0.25
4,5,1,1.0,0.25
5,0,0,0.0,0.25
5,0,3,0.0,0.25
5,1,2,0.0,0.25
